PA0001	AAG03391
PA4500	AAG07888
PA4501	AAG07889
PA4502	AAG07890
PA4503	AAG07891
PA4504	AAG07892
PA4505	AAG07893
PA4506	AAG07894
PA4507	AAG07895
PA4508	AAG07896
PA4509	AAG07897
PA4510	AAG07898
PA4511	AAG07899
PA4512	AAG07900
PA4513	AAG07901
PA4514	AAG07902
PA4515	AAG07903
PA4516	AAG07904
PA4517	AAG07905
PA4518	AAG07906
PA4519	AAG07907
PA4520	AAG07908
PA4521	AAG07909
PA4522	AAG07910
PA4523	AAG07911
PA4524	AAG07912
PA4524.1	PA4524.1-1
EBG00001435522	EBT00001813394
PA4525	AAG07913
PA4526	AAG07914
PA4528	AAG07916
PA4529	AAG07917
PA4530	AAG07918
PA4531	AAG07919
PA4532	AAG07920
PA4533	AAG07921
PA4534	AAG07922
PA4535	AAG07923
PA4536	AAG07924
PA4537	AAG07925
PA4538	AAG07926
PA4539	AAG07927
PA4540	AAG07928
PA4541	AAG07929
PA4541.1	PA4541.1-1
EBG00001435485	EBT00001813454
PA4541.2	PA4541.2-1
EBG00001435523	EBT00001813428
PA4541.3	PA4541.3-1
EBG00001435446	EBT00001813397
PA4542	AAG07930
PA4543	AAG07931
PA4544	AAG07932
PA4545	AAG07933
PA4546	AAG07934
PA4547	AAG07935
PA4548	AAG07936
PA4549	AAG07937
PA4550	AAG07938
PA4551	AAG07939
PA4552	AAG07940
PA4553	AAG07941
PA4554	AAG07942
PA4555	AAG07943
PA4556	AAG07944
PA4557	AAG07945
PA4558	AAG07946
PA4559	AAG07947
PA4560	AAG07948
PA4561	AAG07949
PA4562	AAG07950
PA4563	AAG07951
PA4564	AAG07952
PA4565	AAG07953
PA4566	AAG07954
PA4567	AAG07955
PA4568	AAG07956
PA4569	AAG07957
PA4570	AAG07958
PA4571	AAG07959
PA4572	AAG07960
PA4573	AAG07961
PA4574	AAG07962
PA4575	AAG07963
PA4576	AAG07964
PA4577	AAG07965
PA4578	AAG07966
PA4579	AAG07967
PA4580	AAG07968
PA4581	AAG07969
PA4581.1	PA4581.1-1
EBG00001435439	EBT00001813434
PA4582	AAG07970
PA4583	AAG07971
PA4584	AAG07972
PA4585	AAG07973
PA4586	AAG07974
PA4587	AAG07975
PA4588	AAG07976
PA4589	AAG07977
PA4590	AAG07978
PA4591	AAG07979
PA4592	AAG07980
PA4593	AAG07981
PA4594	AAG07982
PA4595	AAG07983
PA4596	AAG07984
PA4597	AAG07985
PA4598	AAG07986
PA4599	AAG07987
PA4600	AAG07988
PA4601	AAG07989
PA4602	AAG07990
PA4603	AAG07991
PA4604	AAG07992
PA4605	AAG07993
PA4606	AAG07994
PA4607	AAG07995
PA4608	AAG07996
PA4609	AAG07997
PA4610	AAG07998
PA4611	AAG07999
PA4612	AAG08000
PA4613	AAG08001
PA4614	AAG08002
PA4615	AAG08003
PA4616	AAG08004
PA4617	AAG08005
PA4618	AAG08006
PA4619	AAG08007
PA4620	AAG08008
PA4621	AAG08009
PA4622	AAG08010
PA4623	AAG08011
PA4624	AAG08012
PA4625	AAG08013
PA4626	AAG08014
PA4627	AAG08015
PA4628	AAG08016
PA4629	AAG08017
PA4630	AAG08018
PA4631	AAG08019
PA4632	AAG08020
PA4633	AAG08021
PA4634	AAG08022
PA4635	AAG08023
PA4636	AAG08024
PA4637	AAG08025
PA4638	AAG08026
PA4639	AAG08027
PA4640	AAG08028
PA4642	AAG08029
PA4643	AAG08030
PA4644	AAG08031
PA4645	AAG08032
PA4646	AAG08033
PA4647	AAG08034
PA4648	AAG08035
PA4649	AAG08036
PA4650	AAG08037
PA4651	AAG08038
PA4652	AAG08039
PA4653	AAG08040
PA4654	AAG08041
PA4655	AAG08042
PA4656	AAG08043
PA4657	AAG08044
PA4658	AAG08045
PA4659	AAG08046
PA4660	AAG08047
PA4661	AAG08048
PA4662	AAG08049
PA4663	AAG08050
PA4664	AAG08051
PA4665	AAG08052
PA4666	AAG08053
PA4667	AAG08054
PA4668	AAG08055
PA4669	AAG08056
PA4669.1	PA4669.1-1
EBG00001435490	EBT00001813488
PA4670	AAG08057
PA4671	AAG08058
PA4672	AAG08059
PA4673	AAG08060
PA4673.1	PA4673.1-1
EBG00001435431	EBT00001813385
PA4674	AAG08061
PA4675	AAG08062
PA4676	AAG08063
PA4677	AAG08064
PA4678	AAG08065
PA4679	AAG08066
PA4680	AAG08067
PA4681	AAG08068
PA4682	AAG08069
PA4683	AAG08070
PA4684	AAG08071
PA4685	AAG08072
PA4686	AAG08073
PA4687	AAG08074
PA4688	AAG08075
PA4689	AAG08076
PA4690.1	PA4690.1-1
EBG00001435516	EBT00001813390
PA4690.2	PA4690.2-1
EBG00001435496	EBT00001813381
EBG00001435529	EBT00001813411
EBG00001435480	EBT00001813503
PA4690.3	PA4690.3-1
EBG00001435415	EBT00001813486
PA4690.4	PA4690.4-1
EBG00001435524	EBT00001813440
PA4690.5	PA4690.5-1
EBG00001435445	EBT00001813461
PA4691	AAG08077
PA4692	AAG08078
PA4693	AAG08079
PA4694	AAG08080
PA4695	AAG08081
PA4696	AAG08082
PA4697	AAG08083
PA4698	AAG08084
PA4699	AAG08085
PA4700	AAG08086
PA4701	AAG08087
PA4702	AAG08088
PA4703	AAG08089
PA4704	AAG08090
PA4704.1	PA4704.1-1
EBG00001435413	EBT00001813419
EBG00001435509	EBT00001813452
PA4704.2	PA4704.2-1
PA4705	AAG08091
PA4706	AAG08092
PA4707	AAG08093
PA4708	AAG08094
PA4709	AAG08095
PA4710	AAG08096
PA4711	AAG08097
PA4712	AAG08098
PA4713	AAG08099
PA4714	AAG08100
PA4715	AAG08101
PA4716	AAG08102
PA4717	AAG08103
PA4718	AAG08104
PA4719	AAG08105
PA4720	AAG08106
PA4721	AAG08107
PA4722	AAG08108
PA4723	AAG08109
PA4724	AAG08110
PA4724.1	ADN93062
PA4725	AAG08111
PA4726	AAG08112
EBG00001435440	EBT00001813404
PA4726.1	PA4726.1-1
PA4726.11	PA4726.11-1
EBG00001435478	EBT00001813483
PA4726.2	PA4726.2-1
PA4727	AAG08113
PA4728	AAG08114
PA4729	AAG08115
PA4730	AAG08116
PA4731	AAG08117
PA4732	AAG08118
PA4733	AAG08119
PA4734	AAG08120
PA4735	AAG08121
PA4736	AAG08122
PA4737	AAG08123
PA4738	AAG08124
PA4739	AAG08125
PA4740	AAG08126
PA4741	AAG08127
PA4742	AAG08128
PA4743	AAG08129
PA4744	AAG08130
PA4745	AAG08131
PA4746	AAG08132
PA4746.1	PA4746.1-1
EBG00001435482	EBT00001813476
PA4746.2	PA4746.2-1
EBG00001435526	EBT00001813412
PA4747	AAG08133
PA4748	AAG08134
PA4749	AAG08135
PA4750	AAG08136
PA4751	AAG08137
PA4752	AAG08138
PA4753	AAG08139
PA4754	AAG08140
PA4755	AAG08141
PA4756	AAG08142
PA4757	AAG08143
PA4758	AAG08144
EBG00001435481	EBT00001813462
PA4758.1	PA4758.1-1
PA4759	AAG08145
PA4760	AAG08146
PA4761	AAG08147
PA4762	AAG08148
PA4763	AAG08149
PA4764	AAG08150
PA4765	AAG08151
PA4766	AAG08152
PA4767	AAG08153
PA4768	AAG08154
PA4769	AAG08155
PA4770	AAG08156
PA4771	AAG08157
PA4772	AAG08158
PA4773	AAG08159
PA4774	AAG08160
PA4775	AAG08161
PA4776	AAG08162
PA4777	AAG08163
PA4778	AAG08164
PA4779	AAG08165
PA4780	AAG08166
PA4781	AAG08167
PA4782	AAG08168
PA4783	AAG08169
PA4784	AAG08170
PA4785	AAG08171
PA4786	AAG08172
PA4787	AAG08173
PA4788	AAG08174
PA4789	AAG08175
PA4790	AAG08176
PA4791	AAG08177
PA4792	AAG08178
PA4793	AAG08179
PA4794	AAG08180
PA4795	AAG08181
PA4796	AAG08182
PA4797	AAG08183
PA4798	AAG08184
PA4799	AAG08185
PA4800	AAG08186
PA4801	AAG08187
PA4802	AAG08188
PA4802.1	PA4802.1-1
EBG00001435470	EBT00001813472
EBG00001435430	EBT00001813493
PA4803	AAG08189
PA4804	AAG08190
PA4805	AAG08191
PA4806	AAG08192
PA4807	AAG08193
PA4808	AAG08194
PA4809	AAG08195
PA4810	AAG08196
PA4811	AAG08197
PA4812	ABG56538
PA4813	AAG08198
PA4814	AAG08199
PA4815	AAG08200
PA4816	AAG08201
PA4817	AAG08202
PA4818	AAG08203
PA4819	AAG08204
PA4820	AAG08205
PA4821	AAG08206
PA4822	AAG08207
PA4823	AAG08208
PA4824	AAG08209
PA4825	AAG08210
PA4826	AAG08211
PA4827	AAG08212
PA4828	AAG08213
PA4829	AAG08214
PA4830	AAG08215
PA4831	AAG08216
PA4832	AAG08217
PA4833	AAG08218
PA4834	AAG08219
PA4835	AAG08220
PA4836	AAG08221
PA4837	AAG08222
PA4838	AAG08223
PA4839	AAG08224
PA4840	AAG08225
PA4841	AAG08226
PA4842	AAG08227
PA4843	AAG08228
PA4844	AAG08229
PA4845	AAG08230
PA4846	AAG08231
PA4847	AAG08232
PA4848	AAG08233
PA4849	AAG08234
PA4850	AAG08235
PA4851	AAG08236
PA4852	AAG08237
PA4853	AAG08238
PA4854	AAG08239
PA4855	AAG08240
PA4856	AAG08241
PA4857	AAG08242
PA4858	AAG08243
PA4859	AAG08244
PA4860	AAG08245
PA4861	AAG08246
PA4862	AAG08247
PA4863	AAG08248
PA4864	AAG08249
PA4865	AAG08250
PA4866	AAG08251
PA4867	AAG08252
PA4868	AAG08253
EBG00001435454	EBT00001813389
PA4869	AAG08254
PA4870	AAG08255
PA4871	AAG08256
PA4872	AAG08257
PA4873	AAG08258
PA4874	AAG08259
PA4875	AAG08260
PA4876	AAG08261
PA4877	AAG08262
PA4878	AAG08263
PA4879	AAG08264
PA4880	AAG08265
PA4881	AAG08266
PA4882	AAG08267
PA4883	AAG08268
PA4884	AAG08269
PA4885	AAG08270
PA4886	AAG08271
PA4887	AAG08272
PA4888	AAG08273
PA4889	AAG08274
PA4890	AAG08275
PA4891	AAG08276
PA4892	AAG08277
PA4893	AAG08278
PA4894	AAG08279
PA4895	AAG08280
PA4896	AAG08281
PA4897	AAG08282
PA4898	AAG08283
PA4899	AAG08284
PA4900	AAG08285
PA4901	AAG08286
PA4902	AAG08287
PA4903	AAG08288
PA4904	AAG08289
PA4905	AAG08290
PA4906	AAG08291
PA4907	AAG08292
PA4908	AAG08293
PA4909	AAG08294
PA4910	AAG08295
PA4911	AAG08296
PA4912	AAG08297
PA4913	AAG08298
PA4914	AAG08299
PA4915	AAG08300
PA4916	AAG08301
PA4917	AAG08302
PA4918	AAG08303
PA4919	AAG08304
PA4920	AAG08305
PA4921	AAG08306
PA4922	AAG08307
PA4923	AAG08308
PA4924	AAG08309
PA4925	AAG08310
PA4926	AAG08311
PA4927	AAG08312
PA4928	AAG08313
PA4929	AAG08314
PA4930	AAG08315
PA4931	AAG08316
PA4932	AAG08317
PA4933	AAG08318
PA4934	AAG08319
PA4935	AAG08320
PA4936	AAG08321
PA4937	AAG08322
PA4937.1	PA4937.1-1
EBG00001435513	EBT00001813414
PA4937.2	PA4937.2-1
EBG00001435520	EBT00001813508
PA4938	AAG08323
PA4939	AAG08324
PA4940	AAG08325
PA4941	AAG08326
PA4942	AAG08327
PA4943	AAG08328
PA4944	AAG08329
PA4945	AAG08330
PA4946	AAG08331
PA4947	AAG08332
PA4948	AAG08333
PA4949	AAG08334
PA4950	AAG08335
PA4951	AAG08336
PA4952	AAG08337
PA4953	AAG08338
PA4954	AAG08339
PA4955	AAG08340
PA4956	AAG08341
PA4957	AAG08342
PA4958	AAG08343
PA4959	AAG08344
PA4960	AAG08345
PA4961	AAG08346
PA4962	AAG08347
PA4963	AAG08348
PA4964	AAG08349
PA4965	AAG08350
PA4966	AAG08351
PA4967	AAG08352
PA4968	AAG08353
PA4969	AAG08354
PA4970	AAG08355
PA4971	AAG08356
PA4972	AAG08357
PA4973	AAG08358
PA4974	AAG08359
PA4975	AAG08360
PA4976	AAG08361
PA4977	AAG08362
PA4978	AAG08363
PA4979	AAG08364
PA4980	AAG08365
PA4981	AAG08366
PA4982	AAG08367
PA4983	AAG08368
PA4984	AAG08369
PA4985	AAG08370
PA4986	AAG08371
PA4987	AAG08372
PA4988	AAG08373
PA4989	AAG08374
PA4990	AAG08375
PA4991	AAG08376
PA4992	AAG08377
PA4993	AAG08378
PA4994	AAG08379
PA4995	AAG08380
PA4996	AAG08381
PA4997	AAG08382
PA4998	AAG08383
PA4999	AAG08384
PA5000	AAG08385
PA5001	AAG08386
PA5002	AAG08387
PA5003	AAG08388
PA5004	AAG08389
PA5005	AAG08390
PA5006	AAG08391
PA5007	AAG08392
PA5008	AAG08393
PA5009	AAG08394
PA5010	AAG08395
PA5011	AAG08396
PA5012	AAG08397
PA5013	AAG08398
PA5014	AAG08399
PA5015	AAG08400
PA5016	AAG08401
PA5017	AAG08402
PA5018	AAG08403
PA5019	AAG08404
PA5020	AAG08405
PA5021	AAG08406
PA5022	AAG08407
PA5023	AAG08408
PA5024	AAG08409
PA5025	AAG08410
PA5026	AAG08411
PA5027	AAG08412
PA5028	AAG08413
PA5029	AAG08414
PA5030	AAG08415
PA5031	AAG08416
PA5032	AAG08417
PA5033	AAG08418
PA5034	AAG08419
PA5035	AAG08420
PA5036	AAG08421
EBG00001435489	EBT00001813396
PA5037	AAG08422
PA5038	AAG08423
PA5039	AAG08424
PA5040	AAG08425
PA5041	AAG08426
PA5042	AAG08427
PA5043	AAG08428
PA5044	AAG08429
PA5045	AAG08430
PA5046	AAG08431
PA5047	AAG08432
PA5048	AAG08433
PA5049	AAG08434
PA5050	AAG08435
PA5051	AAG08436
PA5052	AAG08437
PA5053	AAG08438
PA5054	AAG08439
PA5055	AAG08440
PA5056	AAG08441
PA5057	AAG08442
PA5058	AAG08443
PA5059	AAG08444
PA5060	AAG08445
PA5061	AAG08446
PA5062	AAG08447
PA5063	AAG08448
PA5064	AAG08449
PA5065	AAG08450
PA5066	AAG08451
PA5067	AAG08452
PA5068	AAG08453
PA5069	AAG08454
PA5070	AAG08455
PA5071	AAG08456
PA5072	AAG08457
PA5073	AAG08458
PA5074	AAG08459
PA5075	AAG08460
PA5076	AAG08461
PA5077	AAG08462
PA5078	AAG08463
PA5079	AAG08464
PA5080	AAG08465
PA5081	AAG08466
PA5082	AAG08467
PA5083	AAG08468
PA5084	AAG08469
PA5085	AAG08470
PA5086	AAG08471
PA5087	AAG08472
PA5088	AAG08473
PA5089	AAG08474
PA5090	AAG08475
PA5091	AAG08476
PA5092	AAG08477
PA5093	AAG08478
PA5094	AAG08479
PA5095	AAG08480
PA5096	AAG08481
PA5097	AAG08482
PA5098	AAG08483
PA5099	AAG08484
PA5100	AAG08485
PA5101	AAG08486
PA5102	AAG08487
PA5103	AAG08488
PA5104	AAG08489
PA5105	AAG08490
PA5106	AAG08491
PA5107	AAG08492
PA5108	AAG08493
PA5109	AAG08494
PA5110	AAG08495
PA5111	AAG08496
PA5112	AAG08497
PA5113	AAG08498
PA5114	AAG08499
PA5115	AAG08500
PA5116	AAG08501
PA5117	AAG08502
PA5118	AAG08503
PA5119	AAG08504
PA5120	AAG08505
PA5121	AAG08506
PA5122	AAG08507
PA5123	AAG08508
PA5124	AAG08509
PA5125	AAG08510
EBG00001435494	EBT00001813479
EBG00001435453	EBT00001813487
PA5126	AAG08511
PA5127	AAG08512
PA5128	AAG08513
PA5129	AAG08514
PA5130	AAG08515
PA5131	AAG08516
PA5132	AAG08517
PA5133	AAG08518
PA5134	AAG08519
PA5135	AAG08520
PA5136	AAG08521
PA5137	AAG08522
PA5138	AAG08523
PA5139	AAG08524
PA5140	AAG08525
PA5141	AAG08526
PA5142	AAG08527
PA5143	AAG08528
PA5144	AAG08529
PA5145	AAG08530
PA5146	AAG08531
PA5147	AAG08532
PA5148	AAG08533
PA5149	AAG08534
PA5149.1	PA5149.1-1
EBG00001435500	EBT00001813473
PA5150	AAG08535
PA5151	AAG08536
PA5152	AAG08537
PA5153	AAG08538
PA5154	AAG08539
PA5155	AAG08540
PA5156	AAG08541
PA5157	AAG08542
PA5158	AAG08543
PA5159	AAG08544
PA5160	AAG08545
PA5160.1	PA5160.1-1
EBG00001435514	EBT00001813481
PA5161	AAG08546
PA5162	AAG08547
PA5163	AAG08548
PA5164	AAG08549
PA5165	AAG08550
PA5166	AAG08551
PA5167	AAG08552
PA5168	AAG08553
PA5169	AAG08554
PA5170	AAG08555
PA5171	AAG08556
PA5172	AAG08557
PA5173	AAG08558
PA5174	AAG08559
PA5175	AAG08560
PA5176	AAG08561
PA5177	AAG08562
PA5178	AAG08563
PA5179	AAG08564
PA5180	AAG08565
PA5181	AAG08566
EBG00001435408	EBT00001813501
PA5181.1	PA5181.1-1
PA5182	AAG08567
PA5183	AAG08568
PA5184	AAG08569
PA5185	AAG08570
PA5186	AAG08571
PA5187	AAG08572
PA5188	AAG08573
PA5189	AAG08574
PA5190	AAG08575
PA5191	AAG08576
PA5192	AAG08577
PA5193	AAG08578
PA5194	AAG08579
PA5195	AAG08580
PA5196	AAG08581
PA5197	AAG08582
PA5198	AAG08583
PA5199	AAG08584
PA5200	AAG08585
PA5201	AAG08586
PA5202	AAG08587
PA5203	AAG08588
PA5204	AAG08589
PA5205	AAG08590
PA5206	AAG08591
PA5207	AAG08592
PA5208	AAG08593
PA5209	AAG08594
PA5210	AAG08595
PA5211	AAG08596
PA5212	AAG08597
PA5213	AAG08598
PA5214	AAG08599
PA5215	AAG08600
PA5216	AAG08601
PA5217	AAG08602
PA5218	AAG08603
PA5219	AAG08604
PA5220	AAG08605
PA5221	AAG08606
PA5222	AAG08607
PA5223	AAG08608
PA5224	AAG08609
PA5225	AAG08610
PA5226	AAG08611
PA5227	AAG08612
EBG00001435518	EBT00001813445
PA5227.1	PA5227.1-1
PA5228	AAG08613
PA5229	AAG08614
PA5230	AAG08615
PA5231	AAG08616
PA5232	AAG08617
PA5233	AAG08618
PA5234	AAG08619
PA5235	AAG08620
PA5236	AAG08621
PA5237	AAG08622
PA5238	AAG08623
PA5239	AAG08624
PA5240	AAG08625
PA5241	AAG08626
PA5242	AAG08627
PA5243	AAG08628
PA5244	AAG08629
PA5245	AAG08630
PA5246	AAG08631
PA5247	AAG08632
PA5248	AAG08633
PA5249	AAG08634
PA5250	AAG08635
PA5251	AAG08636
PA5252	AAG08637
PA5253	AAG08638
PA5254	AAG08639
PA5255	AAG08640
PA5256	AAG08641
PA5257	AAG08642
PA5258	AAG08643
PA5259	AAG08644
PA5260	AAG08645
PA5261	AAG08646
PA5262	AAG08647
PA5263	AAG08648
PA5264	AAG08649
PA5265	AAG08650
PA5266	AAG08651
PA5267	AAG08652
PA5268	AAG08653
PA5269	AAG08654
PA5270	AAG08655
PA5271	AAG08656
PA5272	AAG08657
PA5273	AAG08658
PA5274	AAG08659
EBG00001435442	EBT00001813470
PA5275	AAG08660
PA5276	AAG08661
PA5277	AAG08662
PA5278	AAG08663
PA5279	AAG08664
PA5280	AAG08665
PA5281	AAG08666
PA5282	AAG08667
PA5283	AAG08668
PA5284	AAG08669
PA5285	AAG08670
PA5286	AAG08671
PA5287	AAG08672
PA5288	AAG08673
PA5289	AAG08674
PA5290	AAG08675
PA5291	AAG08676
PA5292	AAG08677
PA5293	AAG08678
PA5294	AAG08679
PA5295	AAG08680
PA5296	AAG08681
PA5297	AAG08682
PA5298	AAG08683
PA5299	AAG08684
PA5300	AAG08685
PA5301	AAG08686
PA5302	AAG08687
PA5303	AAG08688
PA5304	AAG08689
PA5305	AAG08690
PA5306	AAG08691
PA5307	AAG08692
PA5308	AAG08693
PA5309	AAG08694
PA5310	AAG08695
PA5311	AAG08696
PA5312	AAG08697
PA5313	AAG08698
PA5314	AAG08699
PA5315	AAG08700
PA5316	AAG08701
PA5316.1	PA5316.1-1
PA5317	AAG08702
PA5318	AAG08703
PA5319	AAG08704
PA5320	AAG08705
PA5321	AAG08706
PA5322	AAG08707
PA5323	AAG08708
PA5324	AAG08709
PA5325	AAG08710
PA5326	AAG08711
PA5327	AAG08712
PA5328	AAG08713
PA5329	AAG08714
PA5330	AAG08715
PA5331	AAG08716
PA5332	AAG08717
PA5333	AAG08718
PA5334	AAG08719
PA5335	AAG08720
PA5336	AAG08721
PA5337	AAG08722
PA5338	AAG08723
PA5339	AAG08724
PA5340	AAG08725
PA5341	AAG08726
PA5342	AAG08727
PA5343	AAG08728
PA5344	AAG08729
PA5345	AAG08730
PA5346	AAG08731
PA5347	AAG08732
PA5348	AAG08733
PA5349	AAG08734
PA5350	AAG08735
PA5351	AAG08736
PA5352	AAG08737
PA5353	AAG08738
PA5354	AAG08739
PA5355	AAG08740
PA5356	AAG08741
PA5357	AAG08742
PA5358	AAG08743
PA5359	AAG08744
PA5360	AAG08745
PA5361	AAG08746
PA5362	AAG08747
PA5363	AAG08748
PA5364	AAG08749
PA5365	AAG08750
PA5366	AAG08751
PA5367	AAG08752
PA5368	AAG08753
PA5369	AAG08754
PA5369.1	PA5369.1-1
EBG00001435475	EBT00001813504
PA5369.2	PA5369.2-1
EBG00001435406	EBT00001813388
EBG00001435426	EBT00001813496
EBG00001435422	EBT00001813402
PA5369.3	PA5369.3-1
EBG00001435466	EBT00001813383
PA5369.4	PA5369.4-1
EBG00001435493	EBT00001813439
PA5369.5	PA5369.5-1
EBG00001435504	EBT00001813422
PA5370	AAG08755
PA5371	AAG08756
PA5372	AAG08757
PA5373	AAG08758
PA5374	AAG08759
PA5375	AAG08760
PA5376	AAG08761
PA5377	AAG08762
PA5378	AAG08763
PA5379	AAG08764
PA5380	AAG08765
PA5381	AAG08766
PA5382	AAG08767
PA5383	AAG08768
PA5384	AAG08769
PA5385	AAG08770
PA5386	AAG08771
PA5387	AAG08772
PA5388	AAG08773
PA5389	AAG08774
PA5390	AAG08775
PA5391	AAG08776
PA5392	AAG08777
PA5393	AAG08778
PA5394	AAG08779
PA5395	AAG08780
PA5396	AAG08781
PA5397	AAG08782
PA5398	AAG08783
PA5399	AAG08784
PA5400	AAG08785
PA5401	AAG08786
PA5402	AAG08787
PA5403	AAG08788
PA5404	AAG08789
PA5405	AAG08790
PA5406	AAG08791
PA5407	AAG08792
PA5408	AAG08793
PA5409	AAG08794
PA5410	AAG08795
PA5411	AAG08796
PA5412	AAG08797
PA5413	AAG08798
PA5414	AAG08799
PA5415	AAG08800
PA5416	AAG08801
PA5417	AAG08802
PA5418	AAG08803
PA5419	AAG08804
PA5420	AAG08805
PA5421	AAG08806
PA5422	AAG08807
PA5423	AAG08808
PA5424	AAG08809
PA5425	AAG08810
PA5426	AAG08811
PA5427	AAG08812
PA5428	AAG08813
PA5429	AAG08814
PA5430	AAG08815
PA5431	AAG08816
PA5432	AAG08817
PA5433	AAG08818
PA5434	AAG08819
PA5435	AAG08820
PA5436	AAG08821
PA5437	AAG08822
PA5438	AAG08823
PA5439	AAG08824
PA5440	AAG08825
PA5441	AAG08826
PA5442	AAG08827
PA5443	AAG08828
PA5444	AAG08829
PA5445	AAG08830
PA5446	AAG08831
PA5447	AAG08832
PA5448	AAG08833
PA5449	AAG08834
PA5450	AAG08835
PA5451	AAG08836
PA5452	AAG08837
PA5453	AAG08838
PA5454	AAG08839
PA5455	AAG08840
PA5456	AAG08841
PA5457	AAG08842
PA5458	AAG08843
PA5459	AAG08844
PA5460	AAG08845
PA5461	AAG08846
PA5462	AAG08847
PA5463	AAG08848
PA5464	AAG08849
PA5465	AAG08850
PA5466	AAG08851
PA5467	AAG08852
PA5468	AAG08853
PA5469	AAG08854
PA5470	AAG08855
PA5471	AAG08856
PA5471.1	ADN93063
PA5472	AAG08857
PA5473	AAG08858
PA5474	AAG08859
PA5475	AAG08860
PA5476	AAG08861
PA5477	AAG08862
PA5478	AAG08863
PA5479	AAG08864
PA5480	AAG08865
PA5481	AAG08866
PA5482	AAG08867
PA5483	AAG08868
PA5484	AAG08869
PA5485	AAG08870
PA5486	AAG08871
PA5487	AAG08872
PA5488	AAG08873
PA5489	AAG08874
PA5490	AAG08875
PA5491	AAG08876
PA5492	AAG08877
EBG00001435533	EBT00001813408
PA5493	AAG08878
PA5494	AAG08879
PA5495	AAG08880
PA5496	AAG08881
PA5497	AAG08882
PA5498	AAG08883
PA5499	AAG08884
PA5500	AAG08885
PA5501	AAG08886
PA5502	AAG08887
PA5503	AAG08888
PA5504	AAG08889
PA5505	AAG08890
PA5506	AAG08891
PA5507	AAG08892
PA5508	AAG08893
PA5509	AAG08894
PA5510	AAG08895
PA5511	AAG08896
PA5512	AAG08897
PA5513	AAG08898
PA5514	AAG08899
PA5515	AAG08900
PA5516	AAG08901
PA5517	AAG08902
PA5518	AAG08903
PA5519	AAG08904
PA5520	AAG08905
PA5521	AAG08906
PA5522	AAG08907
PA5523	AAG08908
PA5524	AAG08909
PA5525	AAG08910
PA5526	AAG08911
PA5527	AAG08912
PA5528	AAG08913
PA5529	AAG08914
PA5530	AAG08915
PA5531	AAG08916
PA5532	AAG08917
PA5533	AAG08918
PA5534	AAG08919
PA5535	AAG08920
PA5536	AAG08921
PA5537	AAG08922
PA5538	AAG08923
PA5539	AAG08924
PA5540	AAG08925
PA5541	AAG08926
PA5542	AAG08927
PA5543	AAG08928
PA5544	AAG08929
PA5545	AAG08930
PA5546	AAG08931
PA5547	AAG08932
PA5548	AAG08933
PA5549	AAG08934
PA5550	AAG08935
PA5551	AAG08936
PA5552	AAG08937
PA5553	AAG08938
PA5554	AAG08939
PA5555	AAG08940
PA5556	AAG08941
PA5557	AAG08942
PA5558	AAG08943
PA5559	AAG08944
PA5560	AAG08945
PA5561	AAG08946
PA5562	AAG08947
PA5563	AAG08948
PA5564	AAG08949
PA5565	AAG08950
PA5566	AAG08951
PA5567	AAG08952
PA5568	AAG08953
PA5569	AAG08954
PA5570	AAG08955
